string_id,uniprot_id
9606.ENSP00000356630,Q9UBI9
9606.ENSP00000356632,Q5SZC8
9606.ENSP00000356634,A9Z1Y8
9606.ENSP00000356641,E9PKI0
9606.ENSP00000356646,C9J563
9606.ENSP00000356652,B2ZWH2
9606.ENSP00000356658,O75654
9606.ENSP00000356669,B3KVK1
9606.ENSP00000356671,B2R6P0
9606.ENSP00000356674,Q5TC79
9606.ENSP00000356687,Q5TAH2
9606.ENSP00000356694,P48023
9606.ENSP00000356696,B2RNU4
9606.ENSP00000356700,O95561
9606.ENSP00000356702,O14491
9606.ENSP00000356708,Q7RTU3
9606.ENSP00000356713,B4DFT7
9606.ENSP00000356723,P31512
9606.ENSP00000356729,B2R816
9606.ENSP00000356733,A0PJM0
9606.ENSP00000356737,Q49A22
9606.ENSP00000356746,A8K8Z2
9606.ENSP00000356771,A8K6E8
9606.ENSP00000356780,O60780
9606.ENSP00000356782,O15298
9606.ENSP00000356785,A8K3T6
9606.ENSP00000356790,P05026
9606.ENSP00000356791,A8K981
9606.ENSP00000356792,P47992
9606.ENSP00000356793,Q9UBD3
9606.ENSP00000356795,O60806
9606.ENSP00000356807,B2R8V3
9606.ENSP00000356811,B7Z365
9606.ENSP00000356814,A2A295
9606.ENSP00000356825,B4DZF0
9606.ENSP00000356828,B1AK48
9606.ENSP00000356832,B7UUP7
9606.ENSP00000356840,B1AL91
9606.ENSP00000356842,Q5VZP6
9606.ENSP00000356846,B4DY43
9606.ENSP00000356848,A8K4J9
9606.ENSP00000356849,Q5TIJ1
9606.ENSP00000356853,Q5VV91
9606.ENSP00000356857,E1P581
9606.ENSP00000356864,B2R592
9606.ENSP00000356886,Q5JSG1
9606.ENSP00000356899,Q16832
9606.ENSP00000356905,A8K310
9606.ENSP00000356906,B2RBN6
9606.ENSP00000356908,Q5QD02
9606.ENSP00000356912,Q5T0L3
9606.ENSP00000356917,B7ZA39
9606.ENSP00000356918,E1P579
9606.ENSP00000356919,O15139
9606.ENSP00000356920,Q5VXA8
9606.ENSP00000356925,A2A3J5
9606.ENSP00000356936,A0N0M1
9606.ENSP00000356940,Q5THU6
9606.ENSP00000356946,A2N6W9
9606.ENSP00000356951,Q5VTH2
9606.ENSP00000356953,O75609
9606.ENSP00000356954,E1P578
9606.ENSP00000356959,E9PB75
9606.ENSP00000356967,B7Z4U0
9606.ENSP00000356969,B2R524
9606.ENSP00000356972,D3DVG7
9606.ENSP00000356975,O75173
9606.ENSP00000356978,D3DVG0
9606.ENSP00000356981,Q59H60
9606.ENSP00000356982,A8K9R1
9606.ENSP00000356984,D3DVF5
9606.ENSP00000356988,B1AQP3
9606.ENSP00000356989,Q9P0P7
9606.ENSP00000356990,Q5SY56
9606.ENSP00000356991,B4DQW3
9606.ENSP00000356992,Q5SY52
9606.ENSP00000357000,B2RBZ4
9606.ENSP00000357005,B7Z941
9606.ENSP00000357008,Q17RR2
9606.ENSP00000357012,Q5VYI2
9606.ENSP00000357022,A8K3U1
9606.ENSP00000357036,A6NMW2
9606.ENSP00000357040,D3DVE9
9606.ENSP00000357047,Q9NTT9
9606.ENSP00000357048,P53621
9606.ENSP00000357051,D3DVE7
9606.ENSP00000357052,D3DVE6
9606.ENSP00000357055,B1AKZ3
9606.ENSP00000357057,B1AKZ2
9606.ENSP00000357060,Q13733
9606.ENSP00000357065,Q8NG09
9606.ENSP00000357067,Q5JW75
9606.ENSP00000357069,Q9H3S5
9606.ENSP00000357072,Q5JRQ9
9606.ENSP00000357073,Q9P2J2
9606.ENSP00000357076,E9KL39
9606.ENSP00000357079,C9JH28
9606.ENSP00000357080,P0DPA2
9606.ENSP00000357086,A1KXW6
9606.ENSP00000357087,Q9BVJ7
9606.ENSP00000357097,P12319
9606.ENSP00000357103,A8YPG5
9606.ENSP00000357106,Q8IZQ9
9606.ENSP00000357110,B4DHI8
9606.ENSP00000357112,A8K7M7
9606.ENSP00000357113,B4DJT8
9606.ENSP00000357118,Q4VXE1
9606.ENSP00000357122,Q5T3W6
9606.ENSP00000357123,P41218
9606.ENSP00000357125,Q5VVB8
9606.ENSP00000357126,B9EIM8
9606.ENSP00000357127,Q5VUV0
9606.ENSP00000357131,E1P575
9606.ENSP00000357134,Q5VWM8
9606.ENSP00000357149,B4DZV3
9606.ENSP00000357150,P29016
9606.ENSP00000357152,P29017
9606.ENSP00000357156,A8K7M5
9606.ENSP00000357158,Q8N759
9606.ENSP00000357169,A0N0M4
9606.ENSP00000357175,B4E3M7
9606.ENSP00000357177,D3DVD0
9606.ENSP00000357178,O60724
9606.ENSP00000357189,B3KU21
9606.ENSP00000357199,D3DVC7
9606.ENSP00000357206,O00552
9606.ENSP00000357218,B4DGY3
9606.ENSP00000357219,A2A3L6
9606.ENSP00000357238,D3DVB9
9606.ENSP00000357255,P02818
9606.ENSP00000357256,A8K0C5
9606.ENSP00000357265,B2RDH8
9606.ENSP00000357283,B4DI32
9606.ENSP00000357288,Q5VY97
9606.ENSP00000357292,A6ND44
9606.ENSP00000357297,E1P572
9606.ENSP00000357301,B0M0L4
9606.ENSP00000357304,O94981
9606.ENSP00000357305,B4DQE8
9606.ENSP00000357307,Q14998
9606.ENSP00000357308,A6NIR0
9606.ENSP00000357315,B7ZBL4
9606.ENSP00000357320,B4DP59
9606.ENSP00000357323,Q7L4C3
9606.ENSP00000357336,B3KWM9
9606.ENSP00000357342,D3DV90
9606.ENSP00000357345,B1AVS9
9606.ENSP00000357348,Q9UBP5
9606.ENSP00000357360,A0A0A0MRK6
9606.ENSP00000357362,B1AVR8
9606.ENSP00000357384,Q5SR62
9606.ENSP00000357389,Q5SR64
9606.ENSP00000357392,D3DV86
9606.ENSP00000357393,B7ZAD3
9606.ENSP00000357402,Q5VXU1
9606.ENSP00000357409,Q2M2R2
9606.ENSP00000357425,B7Z729
9606.ENSP00000357440,B4DGJ4
9606.ENSP00000357442,Q8WYZ4
9606.ENSP00000357448,Q5T174
9606.ENSP00000357452,Q15126
9606.ENSP00000357453,E7EU32
9606.ENSP00000357459,B1AQQ9
9606.ENSP00000357461,P17787
9606.ENSP00000357465,A4FU09
9606.ENSP00000357470,A8KAE8
9606.ENSP00000357474,A1A4E1
9606.ENSP00000357480,B2RWQ4
9606.ENSP00000357484,A6NM30
9606.ENSP00000357494,P08922
9606.ENSP00000357507,A8K3G8
9606.ENSP00000357511,A1L4E3
9606.ENSP00000357535,O00739
9606.ENSP00000357542,H7BY64
9606.ENSP00000357545,Q5T6X4
9606.ENSP00000357547,Q5T4L7
9606.ENSP00000357552,B2RAI5
9606.ENSP00000357556,O95231
9606.ENSP00000357564,A8K6B5
9606.ENSP00000357565,Q5TD92
9606.ENSP00000357575,B1AP44
9606.ENSP00000357581,Q5JSF3
9606.ENSP00000357583,D3DXI3
9606.ENSP00000357588,B2RDJ9
9606.ENSP00000357591,Q5T213
9606.ENSP00000357594,B9EJB0
9606.ENSP00000357597,O75885
9606.ENSP00000357603,A6NE72
9606.ENSP00000357612,B4DDY7
9606.ENSP00000357622,Q53ET0
9606.ENSP00000357625,O14620
9606.ENSP00000357631,Q5VWI1
9606.ENSP00000357633,B3KMP7
9606.ENSP00000357637,A0AUY1
9606.ENSP00000357643,P46013
9606.ENSP00000357644,D3DUZ2
9606.ENSP00000357645,B8ZZ33
9606.ENSP00000357651,Q5H8W8
9606.ENSP00000357655,O95389
9606.ENSP00000357660,Q6MZX8
9606.ENSP00000357668,O43184
9606.ENSP00000357669,B0ZBF0
9606.ENSP00000357674,D3DV56
9606.ENSP00000357679,D3DV55
9606.ENSP00000357682,Q6UXY9
9606.ENSP00000357691,Q5RHT0
9606.ENSP00000357695,A8K439
9606.ENSP00000357702,D3DV51
9606.ENSP00000357704,A8K7R8
9606.ENSP00000357707,P33763
9606.ENSP00000357709,D3DV39
9606.ENSP00000357711,P31151
9606.ENSP00000357714,Q5SY68
9606.ENSP00000357718,D3DV38
9606.ENSP00000357721,A8K5L3
9606.ENSP00000357726,P80511
9606.ENSP00000357727,D3DV36
9606.ENSP00000357731,P23490
9606.ENSP00000357733,Q5T870
9606.ENSP00000357736,A1L4E1
9606.ENSP00000357737,Q9BYE4
9606.ENSP00000357740,P22531
9606.ENSP00000357744,B2R4T3
9606.ENSP00000357746,A4QN03
9606.ENSP00000357748,B3KP45
9606.ENSP00000357751,B1AN47
9606.ENSP00000357753,P07476
9606.ENSP00000357754,P49901
9606.ENSP00000357759,D3DV30
9606.ENSP00000357764,O14634
9606.ENSP00000357766,Q14D97
9606.ENSP00000357768,A4QMZ9
9606.ENSP00000357769,O14633
9606.ENSP00000357772,Q5TA81
9606.ENSP00000357773,A1L4M8
9606.ENSP00000357776,Q3MIL1
9606.ENSP00000357778,A2RRM6
9606.ENSP00000357779,A4QN00
9606.ENSP00000357787,B2RC13
9606.ENSP00000357789,P20930
9606.ENSP00000357791,Q5DT20
9606.ENSP00000357796,B2RPK8
9606.ENSP00000357798,Q5VZP9
9606.ENSP00000357801,A8K4V8
9606.ENSP00000357804,B2RBX2
9606.ENSP00000357807,Q5T1C3
9606.ENSP00000357810,Q6UY18
9606.ENSP00000357811,Q5VZQ5
9606.ENSP00000357812,D3DV24
9606.ENSP00000357823,B2RD99
9606.ENSP00000357829,A8MPY7
9606.ENSP00000357835,B3KP20
9606.ENSP00000357838,D3DRF0
9606.ENSP00000357842,B2RD57
9606.ENSP00000357844,B3KWY0
9606.ENSP00000357858,A6NJ42
9606.ENSP00000357863,Q5VXN2
9606.ENSP00000357869,B4DGI2
9606.ENSP00000357873,B4DQ51
9606.ENSP00000357876,D3DV16
9606.ENSP00000357881,B3KVH7
9606.ENSP00000357883,A8K4Q0
9606.ENSP00000357889,A6NFZ4
9606.ENSP00000357894,Q5JPG1
9606.ENSP00000357901,B4DWR1
9606.ENSP00000357904,B4DQA1
9606.ENSP00000357905,A6NDG4
9606.ENSP00000357906,Q6I9Y0
9606.ENSP00000357907,Q5JQZ7
9606.ENSP00000357909,D3DV15
9606.ENSP00000357914,B1AVJ8
9606.ENSP00000357915,O14567
9606.ENSP00000357917,Q13015
9606.ENSP00000357920,A8KAG4
9606.ENSP00000357922,B2RDU8
9606.ENSP00000357927,Q6DK43
9606.ENSP00000357928,B2RBC5
9606.ENSP00000357943,O76027
9606.ENSP00000357966,G5E992
9606.ENSP00000357973,Q8N6A3
9606.ENSP00000357979,Q6ZMP8
9606.ENSP00000357980,D3DRE4
9606.ENSP00000357981,B4DWC9
9606.ENSP00000357986,B3KQ55
9606.ENSP00000357998,O95380
9606.ENSP00000358001,O95359
9606.ENSP00000358016,B0QZ10
9606.ENSP00000358019,Q5SQQ5
9606.ENSP00000358022,B2R6B2
9606.ENSP00000358033,Q33DR4
9606.ENSP00000358035,B2RTT0
9606.ENSP00000358042,Q5VWJ4
9606.ENSP00000358045,A8K8S0
9606.ENSP00000358059,Q8N9B3
9606.ENSP00000358060,Q53GW7
9606.ENSP00000358062,B4DU04
9606.ENSP00000358064,A8K6N8
9606.ENSP00000358071,D3DRD2
9606.ENSP00000358072,O60875
9606.ENSP00000358081,A8K5L8
9606.ENSP00000358089,A8K3T0
9606.ENSP00000358092,B2REA6
9606.ENSP00000358098,Q8WWF1
9606.ENSP00000358099,A8K408
9606.ENSP00000358105,B4DQK0
9606.ENSP00000358107,Q5TB24
9606.ENSP00000358120,Q336K5
9606.ENSP00000358140,B1AMV5
9606.ENSP00000358142,D3DUZ7
9606.ENSP00000358147,Q5XPL7
9606.ENSP00000358149,B2R7K2
9606.ENSP00000358151,A3KMC7
9606.ENSP00000358155,B2R5F0
9606.ENSP00000358159,E7EW23
9606.ENSP00000358165,P12314
9606.ENSP00000358183,D3DRC6
9606.ENSP00000358200,A6NEI4
9606.ENSP00000358207,B1AVW5
9606.ENSP00000358210,P81133
9606.ENSP00000358217,Q5TGC1
9606.ENSP00000358223,P16233
9606.ENSP00000358232,Q17RR3
9606.ENSP00000358238,A7L5M5
9606.ENSP00000358247,B2R7Q5
9606.ENSP00000358251,Q5H9P7
9606.ENSP00000358262,A5YM64
9606.ENSP00000358265,B7Z346
9606.ENSP00000358272,B2R4J5
9606.ENSP00000358283,A0PJ53
9606.ENSP00000358294,A0A0B4J2A1
9606.ENSP00000358301,B0LPE2
9606.ENSP00000358307,Q8N1H1
9606.ENSP00000358309,A0AUX7
9606.ENSP00000358310,B2RAM4
9606.ENSP00000358312,B3KN85
9606.ENSP00000358316,A8KA02
9606.ENSP00000358320,B1MVG5
9606.ENSP00000358327,B4DQU7
9606.ENSP00000358335,B2RE27
9606.ENSP00000358358,Q969M2
9606.ENSP00000358363,A0A0A0MRM0
9606.ENSP00000358365,O15500
9606.ENSP00000358374,A6NEU9
9606.ENSP00000358391,Q7KZ13
9606.ENSP00000358397,B2RPQ5
9606.ENSP00000358400,O15019
9606.ENSP00000358407,A8K8W8
9606.ENSP00000358413,D3DRB6
9606.ENSP00000358414,B7Z8R3
9606.ENSP00000358421,A8K691
9606.ENSP00000358423,A8K184
9606.ENSP00000358437,Q08E76
9606.ENSP00000358451,Q96DZ0
9606.ENSP00000358458,A3KMG2
9606.ENSP00000358460,A8K9S0
9606.ENSP00000358464,A8K9W8
9606.ENSP00000358466,Q5JT79
9606.ENSP00000358470,Q0GN76
9606.ENSP00000358474,A6QRF8
9606.ENSP00000358478,Q5T2K7
9606.ENSP00000358482,Q15856
9606.ENSP00000358488,P56278
9606.ENSP00000358490,P06729
9606.ENSP00000358495,A6NJZ6
9606.ENSP00000358496,P56277
9606.ENSP00000358497,E1P513
9606.ENSP00000358501,A8K7G5
9606.ENSP00000358510,B2R7W5
9606.ENSP00000358512,Q5TDL7
9606.ENSP00000358513,B2R9T4
9606.ENSP00000358515,A8MUR3
9606.ENSP00000358518,P23610
9606.ENSP00000358519,Q02577
9606.ENSP00000358525,A1A4E5
9606.ENSP00000358529,D6PTH4
9606.ENSP00000358532,A6NIP5
9606.ENSP00000358535,O14963
9606.ENSP00000358541,Q5TEZ7
9606.ENSP00000358542,A6NGZ8
9606.ENSP00000358547,B4DZV5
9606.ENSP00000358548,Q15282
9606.ENSP00000358549,B2RDT7
9606.ENSP00000358554,O75934
9606.ENSP00000358563,F5BSB3
9606.ENSP00000358565,P78382
9606.ENSP00000358575,A8K969
9606.ENSP00000358582,B7Z4X3
9606.ENSP00000358590,O60281
9606.ENSP00000358596,Q12997
9606.ENSP00000358616,B2RA27
9606.ENSP00000358617,Q5VWP7
9606.ENSP00000358635,E1P501
9606.ENSP00000358644,B7ZLU0
9606.ENSP00000358674,P11441
9606.ENSP00000358677,A2RU13
9606.ENSP00000358695,B1AEM2
9606.ENSP00000358696,P51805
9606.ENSP00000358698,O14903
9606.ENSP00000358703,Q5TAB6
9606.ENSP00000358714,A8K7B3
9606.ENSP00000358715,Q5VXF9
9606.ENSP00000358716,B4DWV7
9606.ENSP00000358718,D3DRA6
9606.ENSP00000358719,B4DZ70
9606.ENSP00000358723,P10113
9606.ENSP00000358727,D3DRA3
9606.ENSP00000358730,A2A3P4
9606.ENSP00000358737,P24539
9606.ENSP00000358739,B4DIQ3
9606.ENSP00000358742,A8K569
9606.ENSP00000358747,A0AV19
9606.ENSP00000358753,D9J0A2
9606.ENSP00000358755,Q32W79
9606.ENSP00000358762,B4DP63
9606.ENSP00000358765,A8K555
9606.ENSP00000358770,D3DRA0
9606.ENSP00000358777,A6ZKI4
9606.ENSP00000358778,Q5T3J3
9606.ENSP00000358783,P48146
9606.ENSP00000358784,P22001
9606.ENSP00000358786,Q16322
9606.ENSP00000358794,A8K3V5
9606.ENSP00000358795,O76050
9606.ENSP00000358798,Q5W090
9606.ENSP00000358799,A1A693
9606.ENSP00000358802,Q03721
9606.ENSP00000358810,Q0V925
9606.ENSP00000358812,Q14690
9606.ENSP00000358813,A8K8U5
9606.ENSP00000358814,B4E168
9606.ENSP00000358815,A8MQ27
9606.ENSP00000358820,A8K833
9606.ENSP00000358824,D3DWW7
9606.ENSP00000358831,B2R6B5
9606.ENSP00000358840,B2R4N2
9606.ENSP00000358851,A8K765
9606.ENSP00000358853,A8MQU2
9606.ENSP00000358854,A8K5B4
9606.ENSP00000358857,P50402
9606.ENSP00000358862,A8K3R4
9606.ENSP00000358865,B1AQK0
9606.ENSP00000358866,E9KL45
9606.ENSP00000358867,P08754
9606.ENSP00000358880,B4DIM3
9606.ENSP00000358884,B4DH97
9606.ENSP00000358886,Q5T6C5
9606.ENSP00000358888,A8K0E8
9606.ENSP00000358894,Q5T569
9606.ENSP00000358896,A6NP79
9606.ENSP00000358902,Q9BYL1
9606.ENSP00000358903,P05093
9606.ENSP00000358904,Q08AK9
9606.ENSP00000358909,Q5JSM6
9606.ENSP00000358918,Q7LCP7
9606.ENSP00000358921,B2R6B0
9606.ENSP00000358925,Q5T2Z3
9606.ENSP00000358931,A8K896
9606.ENSP00000358932,Q9H3Z7
9606.ENSP00000358939,B2R6Y9
9606.ENSP00000358945,P0DN77
9606.ENSP00000358953,D3DR88
9606.ENSP00000358955,Q08AE6
9606.ENSP00000358956,Q5VVH5
9606.ENSP00000358963,P28222
9606.ENSP00000358965,Q5T5A3
9606.ENSP00000358966,A6NNZ6
9606.ENSP00000358967,P04000
9606.ENSP00000358983,A8K9D9
9606.ENSP00000358994,A6H8V4
9606.ENSP00000358997,D3DWW3
9606.ENSP00000358999,B2RC47
9606.ENSP00000359000,Q149P0
9606.ENSP00000359013,O95407
9606.ENSP00000359018,B9EK62
9606.ENSP00000359019,O75364
9606.ENSP00000359022,Q5VZL3
9606.ENSP00000359025,A8K269
9606.ENSP00000359034,A1L468
9606.ENSP00000359042,Q05DD6
9606.ENSP00000359045,P98171
9606.ENSP00000359049,A8MRR6
9606.ENSP00000359050,Q2TB87
9606.ENSP00000359052,A1L1A1
9606.ENSP00000359070,B3KSQ5
9606.ENSP00000359073,B1AMM0
9606.ENSP00000359077,A0AV65
9606.ENSP00000359085,Q5VU86
9606.ENSP00000359095,A3KME1
9606.ENSP00000359098,B2R5E1
9606.ENSP00000359114,B1ASK7
9606.ENSP00000359119,Q13583
9606.ENSP00000359127,A8JZY6
9606.ENSP00000359128,O75607
9606.ENSP00000359131,B2R795
9606.ENSP00000359151,B2R811
9606.ENSP00000359160,Q5VVL0
9606.ENSP00000359170,A8K289
9606.ENSP00000359171,Q6P2N7
9606.ENSP00000359172,A8K3F8
9606.ENSP00000359181,D3DR76
9606.ENSP00000359198,E1P5J2
9606.ENSP00000359204,E7EPS1
9606.ENSP00000359206,B5MD49
9606.ENSP00000359211,A2RRQ2
9606.ENSP00000359212,B9EGA2
9606.ENSP00000359215,A1L4G3
9606.ENSP00000359216,Q8N0Z1
9606.ENSP00000359219,D3DR74
9606.ENSP00000359221,A6NP44
9606.ENSP00000359222,B2RPI2
9606.ENSP00000359224,A8K030
9606.ENSP00000359225,B4DFK6
9606.ENSP00000359230,B4DUH6
9606.ENSP00000359233,D3DT46
9606.ENSP00000359240,B1AL14
9606.ENSP00000359245,O15112
9606.ENSP00000359258,A8K334
9606.ENSP00000359271,A6NE92
9606.ENSP00000359285,P43681
9606.ENSP00000359292,A8K950
9606.ENSP00000359295,Q01658
9606.ENSP00000359297,D3DWT6
9606.ENSP00000359300,B2R4T4
9606.ENSP00000359305,B1AKT4
9606.ENSP00000359310,A0A024RC18
9606.ENSP00000359319,Q02962
9606.ENSP00000359321,A6NGQ9
9606.ENSP00000359333,Q5T7M9
9606.ENSP00000359337,P34903
9606.ENSP00000359339,L0L2J9
9606.ENSP00000359340,Q4VXQ6
9606.ENSP00000359345,P46777
9606.ENSP00000359353,E7ET93
9606.ENSP00000359361,B4E0C8
9606.ENSP00000359364,Q8N3G5
9606.ENSP00000359370,B7ZM75
9606.ENSP00000359375,Q969F0
9606.ENSP00000359376,B3KTF2
9606.ENSP00000359378,A1A575
9606.ENSP00000359380,B2R5U0
9606.ENSP00000359382,Q3MNE0
9606.ENSP00000359384,A6NGQ2
9606.ENSP00000359385,Q5VVC3
9606.ENSP00000359386,A6NKV7
9606.ENSP00000359392,B2RNW7
9606.ENSP00000359393,O15347
9606.ENSP00000359396,A6NC42
9606.ENSP00000359398,B4DQV2
9606.ENSP00000359401,Q5VVC0
9606.ENSP00000359410,Q8IUS5
9606.ENSP00000359411,Q4VXA5
9606.ENSP00000359415,E1P535
9606.ENSP00000359423,A6NDB1
9606.ENSP00000359424,O14666
9606.ENSP00000359434,Q96DE9
9606.ENSP00000359444,Q9UBD0
9606.ENSP00000359446,B1AP59
9606.ENSP00000359454,A2PYH4
9606.ENSP00000359464,Q2TAC1
9606.ENSP00000359469,A2RU71
9606.ENSP00000359474,A0AVP2
9606.ENSP00000359483,B3KXS9
9606.ENSP00000359484,Q53H70
9606.ENSP00000359485,A2RRM3
9606.ENSP00000359488,B2RCE1
9606.ENSP00000359489,A2RTY4
9606.ENSP00000359490,B2R630
9606.ENSP00000359497,P32456
9606.ENSP00000359498,D3DWT3
9606.ENSP00000359504,D3DT26
9606.ENSP00000359505,E1P532
9606.ENSP00000359506,A6NNH4
9606.ENSP00000359507,Q5TCZ8
9606.ENSP00000359512,A2A317
9606.ENSP00000359518,A8C4L5
9606.ENSP00000359520,B2RB83
9606.ENSP00000359524,Q5VSR9
9606.ENSP00000359526,Q4VBZ0
9606.ENSP00000359531,A8K1A7
9606.ENSP00000359532,P30989
9606.ENSP00000359534,Q0ZNK4
9606.ENSP00000359539,B2R6R7
9606.ENSP00000359540,B2RDD4
9606.ENSP00000359546,Q5JWI1
9606.ENSP00000359549,Q5JWI0
9606.ENSP00000359552,B4DQ21
9606.ENSP00000359557,O95751
9606.ENSP00000359567,P35714
9606.ENSP00000359571,Q5JRM2
9606.ENSP00000359575,D3DT23
9606.ENSP00000359579,K7EP71
9606.ENSP00000359581,D3DT22
9606.ENSP00000359583,Q5VUH4
9606.ENSP00000359594,A8MQC9
9606.ENSP00000359596,A8K2T3
9606.ENSP00000359600,A8MU56
9606.ENSP00000359603,C9J1X6
9606.ENSP00000359606,B2RBA1
9606.ENSP00000359607,D3DR61
9606.ENSP00000359621,Q5T4H5
9606.ENSP00000359629,B1ALN4
9606.ENSP00000359630,B7Z1K0
9606.ENSP00000359634,Q2TAP0
9606.ENSP00000359640,A6NI99
9606.ENSP00000359643,A0AVA3
9606.ENSP00000359645,B4E3U4
9606.ENSP00000359655,A2RUR2
9606.ENSP00000359660,Q53G32
9606.ENSP00000359663,P29965
9606.ENSP00000359664,Q01459
9606.ENSP00000359665,D3DR59
9606.ENSP00000359668,Q5H915
9606.ENSP00000359674,Q49A70
9606.ENSP00000359675,B2R5A0
9606.ENSP00000359680,A8K075
9606.ENSP00000359682,P32247
9606.ENSP00000359683,E9PAM4
9606.ENSP00000359685,A0A3F2YNX1
9606.ENSP00000359688,Q5VSK7
9606.ENSP00000359691,A1L421
9606.ENSP00000359693,Q5VVH2
9606.ENSP00000359698,D3DR57
9606.ENSP00000359699,Q5VXD0
9606.ENSP00000359707,B3KPW8
9606.ENSP00000359719,B1APG4
9606.ENSP00000359727,B4DXE2
9606.ENSP00000359729,A6NIQ9
9606.ENSP00000359740,Q5VVE9
9606.ENSP00000359765,A5XEI2
9606.ENSP00000359768,A8K4M3
9606.ENSP00000359778,B1AR71
9606.ENSP00000359782,Q4G0W8
9606.ENSP00000359783,B7ZAG3
9606.ENSP00000359787,Q53G44
9606.ENSP00000359793,A8K9Y0
9606.ENSP00000359795,Q8IYD3
9606.ENSP00000359799,B2R824
9606.ENSP00000359802,A6NK62
9606.ENSP00000359804,Q12828
9606.ENSP00000359818,B0QZ75
9606.ENSP00000359819,B2RE62
9606.ENSP00000359820,F5H036
9606.ENSP00000359829,Q8TEY6
9606.ENSP00000359837,B7WPC6
9606.ENSP00000359848,B2R7K3
9606.ENSP00000359859,A6NDR3
9606.ENSP00000359864,B2R6J7
9606.ENSP00000359866,B4E0Y4
9606.ENSP00000359871,P11310
9606.ENSP00000359890,Q5JXN8
9606.ENSP00000359892,A0A0A0MRP1
9606.ENSP00000359904,B4DSP9
9606.ENSP00000359910,B2R515
9606.ENSP00000359911,B3KWD6
9606.ENSP00000359925,Q5TGN3
9606.ENSP00000359935,A0A0A0MRP2
9606.ENSP00000359939,B2R9B3
9606.ENSP00000359940,B5MEG2
9606.ENSP00000359942,A6N9J2
9606.ENSP00000359956,B4DZJ2
9606.ENSP00000359958,D3DQ75
9606.ENSP00000359976,B4E1R2
9606.ENSP00000359978,D3DQ74
9606.ENSP00000359982,B3KQ97
9606.ENSP00000359988,Q05519
9606.ENSP00000359990,Q9BTR7
9606.ENSP00000359991,P18669
9606.ENSP00000360002,B2RD15
9606.ENSP00000360017,A8K2V8
9606.ENSP00000360020,B3KMP3
9606.ENSP00000360021,Q69YP5
9606.ENSP00000360025,P24522
9606.ENSP00000360028,Q5SZC2
9606.ENSP00000360034,Q5VU19
9606.ENSP00000360035,O95685
9606.ENSP00000360046,Q0P5P5
9606.ENSP00000360054,B1AKX0
9606.ENSP00000360058,O75474
9606.ENSP00000360060,Q5JTI1
9606.ENSP00000360065,A8K9W5
9606.ENSP00000360076,A6NL81
9606.ENSP00000360107,B4DMU3
9606.ENSP00000360108,B7Z3V8
9606.ENSP00000360112,Q6P141
9606.ENSP00000360116,Q5VVX9
9606.ENSP00000360120,Q01973
9606.ENSP00000360124,B2R5N9
9606.ENSP00000360129,A8K855
9606.ENSP00000360133,B2R7D8
9606.ENSP00000360141,A2A2S3
9606.ENSP00000360147,A0AV16
9606.ENSP00000360154,A6NKI1
9606.ENSP00000360157,Q9BYM2
9606.ENSP00000360158,P08F94
9606.ENSP00000360162,P28370
9606.ENSP00000360165,Q6X7C1
9606.ENSP00000360166,B1ATL7
9606.ENSP00000360167,Q5VU92
9606.ENSP00000360170,A0JLS0
9606.ENSP00000360181,A8MSW0
9606.ENSP00000360183,A6NK32
9606.ENSP00000360184,Q5TB57
9606.ENSP00000360190,Q30KQ9
9606.ENSP00000360191,Q8NCL9
9606.ENSP00000360195,B1ALP7
9606.ENSP00000360210,Q9H1P6
9606.ENSP00000360214,A8MX69
9606.ENSP00000360215,A2A2F7
9606.ENSP00000360216,P04053
9606.ENSP00000360217,B2R8T8
9606.ENSP00000360231,B4DRJ3
9606.ENSP00000360240,Q5SZD4
9606.ENSP00000360242,D3DTF2
9606.ENSP00000360244,Q6ZU07
9606.ENSP00000360247,B2RD33
9606.ENSP00000360250,A9Z1X8
9606.ENSP00000360252,A8K8E9
9606.ENSP00000360255,A0AV33
9606.ENSP00000360262,B1AK92
9606.ENSP00000360266,P05412
9606.ENSP00000360268,B2R5Q4
9606.ENSP00000360269,P09758
9606.ENSP00000360270,D3DQ54
9606.ENSP00000360280,A4FU90
9606.ENSP00000360281,A1L4K7
9606.ENSP00000360290,P54646
9606.ENSP00000360293,A0AED4
9606.ENSP00000360296,B2R651
9606.ENSP00000360299,Q5KU15
9606.ENSP00000360305,B2RBS6
9606.ENSP00000360310,Q5TCI1
9606.ENSP00000360315,Q8N0U2
9606.ENSP00000360316,B7Z817
9606.ENSP00000360317,A8K9N8
9606.ENSP00000360320,B7WPL2
9606.ENSP00000360323,Q5TAA0
9606.ENSP00000360327,A8K0W4
9606.ENSP00000360329,O95801
9606.ENSP00000360360,A6NM97
9606.ENSP00000360365,B4DGY2
9606.ENSP00000360366,B1AQ22
9606.ENSP00000360371,A8K0A9
9606.ENSP00000360372,P33259
9606.ENSP00000360376,Q3KRB5
9606.ENSP00000360379,Q05C43
9606.ENSP00000360398,F5GWR4
9606.ENSP00000360411,A0PJY0
9606.ENSP00000360412,Q8WTT2
9606.ENSP00000360421,D3DQ46
9606.ENSP00000360423,B1AQK5
9606.ENSP00000360425,A6ND07
9606.ENSP00000360431,A6NGW0
9606.ENSP00000360436,Q5TFV2
9606.ENSP00000360437,B2RBQ9
