id,name
HP_0000875,Episodic hypertension
HP_0000876,Oligomenorrhea
HP_0000877,Insulin-resistant diabetes mellitus at puberty
HP_0000878,11 pairs of ribs
HP_0000879,Short sternum
HP_0000882,Hypoplastic scapulae
HP_0000883,Thin ribs
HP_0000884,Prominent sternum
HP_0000885,Broad ribs
HP_0000886,Deformed rib cage
HP_0000887,Cupped ribs
HP_0000888,Horizontal ribs
HP_0000889,Abnormal clavicle morphology
HP_0000890,Long clavicles
HP_0000891,Cervical ribs
HP_0000892,Bifid ribs
HP_0000893,Bulging of the costochondral junction
HP_0000894,Short clavicles
HP_0000895,Lateral clavicle hook
HP_0000896,Rib exostoses
HP_0000897,Rachitic rosary
HP_0000900,Thickened ribs
HP_0000902,Rib fusion
HP_0000904,Flaring of rib cage
HP_0000905,Progressive clavicular acroosteolysis
HP_0000907,Anterior rib cupping
HP_0000910,Wide-cupped costochondral junctions
HP_0000911,Flat glenoid fossa
HP_0000912,Sprengel anomaly
HP_0000913,Posterior rib fusion
HP_0000914,Shield chest
HP_0000915,Pectus excavatum of inferior sternum
HP_0000916,Broad clavicles
HP_0000917,Superior pectus carinatum
HP_0000918,Scapular exostoses
HP_0000919,Abnormality of the costochondral junction
HP_0000920,Enlargement of the costochondral junction
HP_0000921,Missing ribs
HP_0000922,Posterior rib cupping
HP_0000923,obsolete Beaded ribs
HP_0000924,Abnormality of the skeletal system
HP_0000925,Abnormality of the vertebral column
HP_0000926,Platyspondyly
HP_0000927,Abnormality of skeletal maturation
HP_0000929,Abnormal skull morphology
HP_0000930,Elevated imprint of the transverse sinuses
HP_0000931,Thinning and bulging of the posterior fossa bones
HP_0000932,Abnormal posterior cranial fossa morphology
HP_0000933,Posterior fossa cyst at the fourth ventricle
HP_0000934,Chondrocalcinosis
HP_0000935,Thickened cortex of long bones
HP_0000938,Osteopenia
HP_0000939,Osteoporosis
HP_0000940,Abnormal diaphysis morphology
HP_0000941,Short diaphyses
HP_0000943,Dysostosis multiplex
HP_0000944,Abnormal metaphysis morphology
HP_0000946,Hypoplastic ilia
HP_0000947,Dumbbell-shaped long bone
HP_0000951,Abnormality of the skin
HP_0000952,Jaundice
HP_0000953,Hyperpigmentation of the skin
HP_0000954,Single transverse palmar crease
HP_0000956,Acanthosis nigricans
HP_0000957,Cafe-au-lait spot
HP_0000958,Dry skin
HP_0000960,Sacral dimple
HP_0000961,Cyanosis
HP_0000962,Hyperkeratosis
HP_0000963,Thin skin
HP_0000964,Eczematoid dermatitis
HP_0000965,Cutis marmorata
HP_0000966,Hypohidrosis
HP_0000967,Petechiae
HP_0000968,Ectodermal dysplasia
HP_0000969,Edema
HP_0000970,Anhidrosis
HP_0000971,Abnormal sweat gland morphology
HP_0000972,Palmoplantar hyperkeratosis
HP_0000973,Cutis laxa
HP_0000974,Hyperextensible skin
HP_0000975,Hyperhidrosis
HP_0000976,obsolete Eczematoid dermatitis
HP_0000977,Soft skin
HP_0000978,Bruising susceptibility
HP_0000979,Purpura
HP_0000980,Pallor
HP_0000982,Palmoplantar keratoderma
HP_0000987,Atypical scarring of skin
HP_0000988,Skin rash
HP_0000989,Pruritus
HP_0000991,Xanthomatosis
HP_0000992,Cutaneous photosensitivity
HP_0000993,Molluscoid pseudotumors
HP_0000995,Melanocytic nevus
HP_0000996,Facial capillary hemangioma
HP_0000997,Axillary freckling
HP_0000998,Hypertrichosis
HP_0000999,Pyoderma
HP_0001000,Abnormality of skin pigmentation
HP_0001001,Abnormality of subcutaneous fat tissue
HP_0001002,obsolete Decreased subcutaneous fat
HP_0001003,Multiple lentigines
HP_0001004,Lymphedema
HP_0001005,Dermatological manifestations of systemic disorders
HP_0001006,obsolete Hypotrichosis
HP_0001007,Hirsutism
HP_0001008,Accumulation of melanosomes in melanocytes
HP_0001009,Telangiectasia
HP_0001010,Hypopigmentation of the skin
HP_0001011,obsolete Diaphoresis (with pheochromocytoma)
HP_0001012,Multiple lipomas
HP_0001013,Eruptive xanthomas
HP_0001014,Angiokeratoma
HP_0001015,Prominent superficial veins
HP_0001017,Anemic pallor
HP_0001018,Abnormal palmar dermatoglyphics
HP_0001019,Erythroderma
HP_0001022,Albinism
HP_0001024,Skin dimple over apex of long bone angulation
HP_0001025,Urticaria
HP_0001026,Penetrating foot ulcers
HP_0001027,"Soft, doughy skin"
HP_0001028,Hemangioma
HP_0001029,Poikiloderma
HP_0001030,Fragile skin
HP_0001031,Subcutaneous lipoma
HP_0001032,Absent distal interphalangeal creases
HP_0001033,Facial flushing after alcohol intake
HP_0001034,Hypermelanotic macule
HP_0001036,Parakeratosis
HP_0001038,Warfarin-induced skin necrosis
HP_0001039,Atheroeruptive xanthoma
HP_0001040,Multiple pterygia
HP_0001041,Facial erythema
HP_0001042,High axial triradius
HP_0001043,Prominent scalp veins
HP_0001045,Vitiligo
HP_0001046,Intermittent jaundice
HP_0001047,Atopic dermatitis
HP_0001048,Cavernous hemangioma
HP_0001049,Absent dorsal skin creases over affected joints
HP_0001050,Plethora
HP_0001051,Seborrheic dermatitis
HP_0001052,Nevus flammeus
HP_0001053,Hypopigmented skin patches
HP_0001054,Numerous nevi
HP_0001055,Erysipelas
HP_0001056,Milia
HP_0001057,Aplasia cutis congenita
HP_0001058,Poor wound healing
HP_0001059,Pterygium
HP_0001060,Axillary pterygium
HP_0001061,Acne
HP_0001062,Atypical nevus
HP_0001063,Acrocyanosis
HP_0001065,Striae distensae
HP_0001067,Neurofibroma
HP_0001069,Episodic hyperhidrosis
HP_0001070,Mottled pigmentation
HP_0001071,Angiokeratoma corporis diffusum
HP_0001072,Thickened skin
HP_0001073,Cigarette-paper scars
HP_0001074,Atypical nevi in non-sun exposed areas
HP_0001075,Atrophic scars
HP_0001076,Glabellar hemangioma
HP_0001080,Biliary tract abnormality
HP_0001081,Cholelithiasis
HP_0001082,Cholecystitis
HP_0001083,Ectopia lentis
HP_0001084,Corneal arcus
HP_0001085,Papilledema
HP_0001087,Developmental glaucoma
HP_0001088,Brushfield spots
HP_0001089,Iris atrophy
HP_0001090,Abnormally large globe
HP_0001092,Absent lacrimal punctum
HP_0001093,Optic nerve dysplasia
HP_0001094,Iridocyclitis
HP_0001095,Hypertensive retinopathy
HP_0001096,Keratoconjunctivitis
HP_0001097,Keratoconjunctivitis sicca
HP_0001098,Abnormal fundus morphology
HP_0001099,Atrophic fundus lesion
HP_0001100,Heterochromia iridis
HP_0001101,Iritis
HP_0001102,Angioid streaks
HP_0001103,Abnormal macular morphology
HP_0001104,Macular hypoplasia
HP_0001105,Retinal atrophy
HP_0001106,Periorbital hyperpigmentation
HP_0001107,Ocular albinism
HP_0001112,Leber optic atrophy
HP_0001113,obsolete Early cataracts
HP_0001114,Xanthelasma
HP_0001115,Posterior polar cataract
HP_0001116,Macular pseudocoloboma
HP_0001117,Sudden loss of visual acuity
HP_0001118,Juvenile cataract
HP_0001119,Keratoglobus
HP_0001120,Abnormality of corneal size
HP_0001122,obsolete Aplasia/Hypoplasia of the choroid
HP_0001123,Visual field defect
HP_0001125,Transient unilateral blurring of vision
HP_0001126,Cryptophthalmos
HP_0001128,Trichiasis
HP_0001129,Large central visual field defect
HP_0001131,Corneal dystrophy
HP_0001132,Lens subluxation
HP_0001133,Constriction of peripheral visual field
HP_0001134,Anterior polar cataract
HP_0001135,Chorioretinal dystrophy
HP_0001136,Retinal arteriolar tortuosity
HP_0001137,Alternating esotropia
HP_0001138,Optic neuropathy
HP_0001139,Chorioretinal scalloped atrophy
HP_0001140,Limbal dermoid
HP_0001141,Severely reduced visual acuity
HP_0001142,Lenticonus
HP_0001144,Orbital cyst
HP_0001145,obsolete Chorioretinopathy
HP_0001146,obsolete Pigmentary retinal degeneration
HP_0001147,Retinal exudate
HP_0001149,Lattice corneal dystrophy
HP_0001150,obsolete Choroidal sclerosis
HP_0001151,Impaired horizontal smooth pursuit
HP_0001152,Saccadic smooth pursuit interruptions
HP_0001153,Septate vagina
HP_0001155,Abnormality of the hand
HP_0001156,Brachydactyly
HP_0001159,Syndactyly
HP_0001161,Hand polydactyly
HP_0001162,Postaxial hand polydactyly
HP_0001163,obsolete Abnormality of the metacarpal bones
HP_0001166,Arachnodactyly
HP_0001167,Abnormal finger morphology
HP_0001169,Broad palm
HP_0001171,Split hand
HP_0001172,Abnormal thumb morphology
HP_0001176,Large hands
HP_0001177,Preaxial hand polydactyly
HP_0001178,Ulnar claw
HP_0001180,obsolete Hand oligodactyly
HP_0001181,Adducted thumb
HP_0001182,Tapered finger
HP_0001187,Hyperextensibility of the finger joints
HP_0001188,Hand clenching
HP_0001191,Abnormal carpal morphology
HP_0001193,Ulnar deviation of the hand or of fingers of the hand
HP_0001194,Abnormalities of placenta or umbilical cord
HP_0001195,Single umbilical artery
HP_0001196,Short umbilical cord
HP_0001197,Abnormality of prenatal development or birth
HP_0001199,Triphalangeal thumb
HP_0001204,Distal finger symphalangism
HP_0001211,Abnormal fingertip morphology
HP_0001212,Prominent fingertip pads
HP_0001215,Camptodactyly of 2nd-5th fingers
HP_0001216,Delayed ossification of carpal bones
HP_0001217,Clubbing
HP_0001218,Autoamputation
HP_0001220,Interphalangeal joint contracture of finger
HP_0001222,Spatulate thumbs
HP_0001223,Pointed proximal second through fifth metacarpals
HP_0001225,Wrist swelling
HP_0001226,obsolete Acral ulceration and osteomyelitis leading to autoamputation of digits
HP_0001227,Abnormality of the thenar eminence
HP_0001230,Broad metacarpals
HP_0001231,Abnormal fingernail morphology
HP_0001232,Nail bed telangiectasia
HP_0001233,2-3 finger cutaneous syndactyly
HP_0001234,Hitchhiker thumb
HP_0001238,Slender finger
HP_0001239,Wrist flexion contracture
HP_0001241,Capitate-hamate fusion
HP_0001245,Small thenar eminence
HP_0001248,Short tubular bones of the hand
HP_0001249,Intellectual disability
HP_0001250,Seizure
HP_0001251,Ataxia
HP_0001252,Hypotonia
HP_0001254,Lethargy
HP_0001256,Mild intellectual disability
HP_0001257,Spasticity
HP_0001258,Spastic paraplegia
HP_0001259,Coma
HP_0001260,Dysarthria
HP_0001262,Excessive daytime somnolence
HP_0001263,Global developmental delay
HP_0001264,Spastic diplegia
HP_0001265,Hyporeflexia
HP_0001266,Choreoathetosis
HP_0001268,Mental deterioration
HP_0001269,Hemiparesis
HP_0001270,Motor delay
HP_0001271,Polyneuropathy
HP_0001272,Cerebellar atrophy
HP_0001273,Abnormal corpus callosum morphology
HP_0001274,Agenesis of corpus callosum
HP_0001276,Hypertonia
HP_0001278,Orthostatic hypotension
HP_0001279,Syncope
HP_0001281,Tetany
HP_0001283,Bulbar palsy
HP_0001284,Areflexia
HP_0001285,Spastic tetraparesis
HP_0001287,Meningitis
HP_0001288,Gait disturbance
HP_0001289,Confusion
HP_0001290,Generalized hypotonia
HP_0001291,Abnormal cranial nerve morphology
HP_0001293,Cranial nerve compression
HP_0001297,Stroke
HP_0001298,Encephalopathy
HP_0001300,Parkinsonism
HP_0001301,Chronic sensorineural polyneuropathy
HP_0001302,Pachygyria
HP_0001304,Torsion dystonia
HP_0001305,Dandy-Walker malformation
HP_0001308,Tongue fasciculations
HP_0001310,Dysmetria
HP_0001311,Abnormal nervous system electrophysiology
HP_0001312,Giant somatosensory evoked potentials
HP_0001315,Reduced tendon reflexes
HP_0001317,Abnormal cerebellum morphology
HP_0001319,Neonatal hypotonia
HP_0001320,Cerebellar vermis hypoplasia
HP_0001321,Cerebellar hypoplasia
HP_0001322,obsolete Brain very small
HP_0001324,Muscle weakness
HP_0001325,Hypoglycemic coma
HP_0001326,EEG with irregular generalized spike and wave complexes
HP_0001327,Photosensitive myoclonic seizure
HP_0001328,Specific learning disability
HP_0001331,Absent septum pellucidum
HP_0001332,Dystonia
HP_0001334,Communicating hydrocephalus
HP_0001335,Bimanual synkinesia
HP_0001336,Myoclonus
HP_0001337,Tremor
HP_0001338,Partial agenesis of the corpus callosum
HP_0001339,Lissencephaly
HP_0001340,Enhancement of the C-reflex
HP_0001341,Olfactory lobe agenesis
HP_0001342,Cerebral hemorrhage
HP_0001343,Kernicterus
HP_0001344,Absent speech
HP_0001345,Psychotic mentation
HP_0001347,Hyperreflexia
HP_0001348,Brisk reflexes
HP_0001349,Facial diplegia
HP_0001350,Slurred speech
HP_0001351,Jerk-locked premyoclonus spikes
HP_0001355,Megalencephaly
HP_0001357,Plagiocephaly
HP_0001360,Holoprosencephaly
HP_0001361,Nystagmus-induced head nodding
HP_0001362,Calvarial skull defect
HP_0001363,Craniosynostosis
HP_0001367,Abnormal joint morphology
HP_0001369,Arthritis
HP_0001370,Rheumatoid arthritis
HP_0001371,Flexion contracture
HP_0001373,Joint dislocation
HP_0001374,Congenital hip dislocation
HP_0001376,Limitation of joint mobility
HP_0001377,Limited elbow extension
HP_0001379,obsolete Degenerative joint disease
HP_0001380,obsolete Ligamentous laxity
HP_0001382,Joint hypermobility
HP_0001384,Abnormal hip joint morphology
HP_0001385,Hip dysplasia
HP_0001386,Joint swelling
HP_0001387,Joint stiffness
HP_0001388,obsolete Joint laxity
HP_0001392,Abnormality of the liver
HP_0001394,Cirrhosis
HP_0001395,Hepatic fibrosis
HP_0001396,Cholestasis
HP_0001397,Hepatic steatosis
HP_0001399,Hepatic failure
HP_0001400,obsolete Hepatic abscesses due to immunodeficiency
HP_0001401,Intrahepatic biliary dysgenesis
HP_0001402,Hepatocellular carcinoma
HP_0001403,Macrovesicular hepatic steatosis
HP_0001404,Hepatocellular necrosis
HP_0001405,Periportal fibrosis
HP_0001406,Intrahepatic cholestasis
HP_0001407,Hepatic cysts
HP_0001408,Bile duct proliferation
HP_0001409,Portal hypertension
HP_0001410,Decreased liver function
HP_0001412,Enteroviral hepatitis
HP_0001413,Micronodular cirrhosis
HP_0001414,Microvesicular hepatic steatosis
HP_0001417,X-linked inheritance
HP_0001419,X-linked recessive inheritance
HP_0001421,Abnormality of the musculature of the hand
HP_0001423,X-linked dominant inheritance
HP_0001425,obsolete Heterogeneous
HP_0001426,Non-Mendelian inheritance
HP_0001427,Mitochondrial inheritance
HP_0001428,obsolete Somatic mutation
HP_0001430,Abnormal calf musculature morphology
HP_0001433,Hepatosplenomegaly
HP_0001435,Abnormality of the shoulder girdle musculature
HP_0001436,Abnormality of the foot musculature
HP_0001437,Abnormality of the musculature of the lower limbs
HP_0001438,Abnormal abdomen morphology
HP_0001440,Metatarsal synostosis
HP_0001441,Abnormality thigh musculature morphology
HP_0001442,Typified by somatic mosaicism
HP_0001443,Abnormality of the gluteal musculature
HP_0001444,obsolete Autosomal dominant somatic cell mutation
HP_0001445,Abnormality of the hip-girdle musculature
HP_0001446,Abnormality of the musculature of the upper limbs
HP_0001449,Duplication of metatarsal bones
HP_0001450,Y-linked inheritance
HP_0001452,obsolete Autosomal dominant contiguous gene syndrome
HP_0001454,Abnormality of the upper arm
HP_0001457,Abnormality of the musculature of the upper arm
HP_0001459,1-3 toe syndactyly
HP_0001460,Aplasia/Hypoplasia involving the skeletal musculature
HP_0001464,Aplasia/Hypoplasia involving the shoulder musculature
HP_0001465,Amyotrophy involving the shoulder musculature
HP_0001466,Contiguous gene syndrome
HP_0001467,Aplasia/Hypoplasia involving the musculature of the upper limbs
HP_0001468,Aplasia/Hypoplasia involving the musculature of the upper arm
HP_0001469,Abnormal morphology of the pelvis musculature
HP_0001470,Sex-limited expression
HP_0001471,Aplasia/Hypoplasia of the musculature of the pelvis
HP_0001472,obsolete Familial predisposition
HP_0001473,Metatarsal osteolysis
HP_0001474,Sclerotic scapulae
HP_0001475,Male-limited expression
HP_0001476,Delayed closure of the anterior fontanelle
HP_0001477,Compensatory chin elevation
HP_0001480,Freckling
HP_0001482,Subcutaneous nodule
HP_0001483,Eye poking
HP_0001487,obsolete Hypopigmented fundi
HP_0001488,Bilateral ptosis
HP_0001489,Posterior vitreous detachment
HP_0001491,Congenital fibrosis of extraocular muscles
HP_0001493,Falciform retinal fold
HP_0001495,Carpal osteolysis
HP_0001498,Carpal bone hypoplasia
HP_0001500,Broad finger
HP_0001501,6 metacarpals
HP_0001504,Metacarpal osteolysis
HP_0001507,Growth abnormality
HP_0001508,Failure to thrive
HP_0001510,Growth delay
HP_0001511,Intrauterine growth retardation
HP_0001513,Obesity
HP_0001518,Small for gestational age
HP_0001519,Disproportionate tall stature
HP_0001520,Large for gestational age
HP_0001522,Death in infancy
HP_0001525,Severe failure to thrive
HP_0001528,Hemihypertrophy
HP_0001530,Mild postnatal growth retardation
HP_0001531,Failure to thrive in infancy
HP_0001533,Slender build
HP_0001537,Umbilical hernia
HP_0001538,Protuberant abdomen
HP_0001539,Omphalocele
HP_0001540,Diastasis recti
HP_0001541,Ascites
HP_0001543,Gastroschisis
HP_0001544,Prominent umbilicus
HP_0001545,Anteriorly placed anus
HP_0001547,Abnormal rib cage morphology
HP_0001548,Overgrowth
HP_0001549,Abnormal ileum morphology
HP_0001551,Abnormal umbilicus morphology
HP_0001552,Barrel-shaped chest
HP_0001555,Asymmetry of the thorax
HP_0001557,Prenatal movement abnormality
HP_0001558,Decreased fetal movement
HP_0001560,Abnormality of the amniotic fluid
HP_0001561,Polyhydramnios
HP_0001562,Oligohydramnios
HP_0001563,Fetal polyuria
HP_0001566,Widely-spaced maxillary central incisors
HP_0001571,Multiple impacted teeth
HP_0001572,Macrodontia
HP_0001574,Abnormality of the integument
HP_0001575,obsolete Mood changes
HP_0001579,Primary hypercortisolism
HP_0001580,Pigmented micronodular adrenocortical disease
HP_0001581,Recurrent skin infections
HP_0001582,Redundant skin
HP_0001583,Rotary nystagmus
HP_0001586,Vesicovaginal fistula
HP_0001587,obsolete Primary ovarian failure
HP_0001591,Bell-shaped thorax
HP_0001592,Selective tooth agenesis
HP_0001593,Maxillary lateral incisor microdontia
HP_0001595,Abnormal hair morphology
HP_0001596,Alopecia
HP_0001597,Abnormal nail morphology
HP_0001598,Concave nail
HP_0001600,Abnormality of the larynx
HP_0001601,Laryngomalacia
HP_0001602,Laryngeal stenosis
HP_0001604,Vocal cord paresis
HP_0001605,Vocal cord paralysis
HP_0001606,obsolete Vocal cord paralysis (caused by tumor impingement)
HP_0001607,Subglottic stenosis
HP_0001608,Abnormality of the voice
HP_0001609,Hoarse voice
HP_0001611,Hypernasal speech
HP_0001612,Weak cry
HP_0001613,obsolete Hoarse voice (caused by tumor impingement)
HP_0001615,Hoarse cry
HP_0001618,Dysphonia
HP_0001620,Abnormally high-pitched voice
HP_0001621,Weak voice
HP_0001622,Premature birth
HP_0001623,Breech presentation
HP_0001626,Abnormality of the cardiovascular system
HP_0001627,Abnormal heart morphology
HP_0001629,Ventricular septal defect
HP_0001631,Atrial septal defect
HP_0001633,Abnormal mitral valve morphology
HP_0001634,Mitral valve prolapse
HP_0001635,Congestive heart failure
HP_0001636,Tetralogy of Fallot
HP_0001637,Abnormal myocardium morphology
HP_0001638,Cardiomyopathy
HP_0001639,Hypertrophic cardiomyopathy
HP_0001640,Cardiomegaly
HP_0001641,Abnormal pulmonary valve morphology
HP_0001642,Pulmonic stenosis
HP_0001643,Patent ductus arteriosus
HP_0001644,Dilated cardiomyopathy
HP_0001645,Sudden cardiac death
HP_0001646,Abnormal aortic valve morphology
HP_0001647,Bicuspid aortic valve
HP_0001648,Cor pulmonale
HP_0001649,Tachycardia
HP_0001650,Aortic valve stenosis
HP_0001651,Dextrocardia
HP_0001653,Mitral regurgitation
HP_0001654,Abnormal heart valve morphology
HP_0001655,Patent foramen ovale
HP_0001657,Prolonged QT interval
HP_0001658,Myocardial infarction
HP_0001659,Aortic regurgitation
HP_0001660,Truncus arteriosus
HP_0001662,Bradycardia
HP_0001663,Ventricular fibrillation
HP_0001664,Torsade de pointes
HP_0001667,Right ventricular hypertrophy
HP_0001669,Transposition of the great arteries
HP_0001670,Asymmetric septal hypertrophy
HP_0001671,Abnormal cardiac septum morphology
HP_0001673,obsolete Tachycardia (with pheochromocytoma)
HP_0001674,Complete atrioventricular canal defect
HP_0001675,obsolete Rhythm disturbances associated with pheochromocytoma
HP_0001676,obsolete Palpitations (with pheochromocytoma)
HP_0001677,Coronary artery atherosclerosis
HP_0001678,Atrioventricular block
HP_0001679,Abnormal aortic morphology
HP_0001680,Coarctation of aorta
HP_0001681,Angina pectoris
HP_0001682,Subvalvular aortic stenosis
HP_0001683,Ectopia cordis
HP_0001684,Secundum atrial septal defect
HP_0001685,Myocardial fibrosis
HP_0001686,Loss of voice
HP_0001688,Sinus bradycardia
HP_0001691,Muscular subvalvular aortic stenosis
HP_0001692,Atrial arrhythmia
HP_0001693,Cardiac shunt
HP_0001694,Right-to-left shunt
HP_0001695,Cardiac arrest
HP_0001696,Situs inversus totalis
HP_0001697,Abnormal pericardium morphology
HP_0001698,Pericardial effusion
HP_0001699,Sudden death
HP_0001700,Myocardial necrosis
HP_0001701,Pericarditis
HP_0001702,Abnormal tricuspid valve morphology
HP_0001704,Tricuspid valve prolapse
HP_0001705,Right ventricular outlet tract obstruction
HP_0001706,Endocardial fibroelastosis
HP_0001707,Abnormal right ventricle morphology
HP_0001708,Right ventricular failure
HP_0001709,Third degree atrioventricular block
HP_0001710,Conotruncal defect
HP_0001711,Abnormal left ventricle morphology
HP_0001712,Left ventricular hypertrophy
HP_0001713,Abnormal cardiac ventricle morphology
HP_0001714,Ventricular hypertrophy
HP_0001717,Coronary artery calcification
HP_0001718,Mitral stenosis
HP_0001719,Double outlet right ventricle
HP_0001722,High-output congestive heart failure
HP_0001723,Restrictive cardiomyopathy
HP_0001724,obsolete Aortic dilatation
HP_0001726,obsolete Increased prevalence of valvular disease
HP_0001727,Thromboembolic stroke
HP_0001730,Progressive hearing impairment
HP_0001732,Abnormality of the pancreas
HP_0001733,Pancreatitis
HP_0001734,Annular pancreas
HP_0001735,Acute pancreatitis
HP_0001737,Pancreatic cysts
HP_0001738,Exocrine pancreatic insufficiency
HP_0001739,Abnormal nasopharynx morphology
HP_0001741,Phimosis
HP_0001742,Nasal congestion
HP_0001743,Abnormality of the spleen
HP_0001744,Splenomegaly
HP_0001746,Asplenia
HP_0001747,Accessory spleen
HP_0001748,Polysplenia
HP_0001750,Single ventricle
HP_0001751,Abnormal vestibular function
HP_0001756,Vestibular hyporeflexia
HP_0001757,High-frequency sensorineural hearing impairment
HP_0001760,Abnormal foot morphology
HP_0001761,Pes cavus
HP_0001762,Talipes equinovarus
HP_0001763,Pes planus
HP_0001765,Hammertoe
HP_0001769,Broad foot
HP_0001770,Toe syndactyly
HP_0001771,Achilles tendon contracture
HP_0001772,Talipes equinovalgus
HP_0001773,Short foot
HP_0001775,Tarsal osteovalgus
HP_0001776,Bilateral talipes equinovarus
HP_0001780,Abnormal toe morphology
HP_0001782,Bulbous tips of toes
HP_0001783,Broad metatarsal
HP_0001785,Ankle swelling
HP_0001786,Narrow foot
HP_0001787,Abnormal delivery
HP_0001788,Premature rupture of membranes
HP_0001789,Hydrops fetalis
HP_0001790,Nonimmune hydrops fetalis
HP_0001791,Fetal ascites
HP_0001792,Small nail
HP_0001795,Hyperconvex nail
HP_0001798,Anonychia
HP_0001799,Short nail
HP_0001800,Hypoplastic toenails
HP_0001802,Absent toenail
HP_0001803,Nail pits
HP_0001804,Hypoplastic fingernail
HP_0001805,Onychogryphosis
HP_0001806,Onycholysis
HP_0001807,Ridged nail
HP_0001808,Fragile nails
HP_0001809,Split nail
HP_0001810,Dystrophic toenail
HP_0001812,Hyperconvex fingernails
HP_0001814,Deep-set nails
HP_0001816,Thin nail
HP_0001817,Absent fingernail
HP_0001818,Paronychia
HP_0001820,Leukonychia
HP_0001821,Broad nail
HP_0001822,Hallux valgus
HP_0001824,Weight loss
HP_0001827,Genital tract atresia
HP_0001829,Foot polydactyly
HP_0001830,Postaxial foot polydactyly
HP_0001831,Short toe
HP_0001832,Abnormal metatarsal morphology
HP_0001833,Long foot
HP_0001836,Camptodactyly of toe
HP_0001837,Broad toe
HP_0001838,Rocker bottom foot
HP_0001839,Split foot
HP_0001840,Metatarsus adductus
HP_0001841,Preaxial foot polydactyly
HP_0001842,Foot acroosteolysis
HP_0001844,Abnormal hallux morphology
HP_0001845,Overlapping toe
HP_0001847,Long hallux
HP_0001848,Calcaneovalgus deformity
HP_0001849,Foot oligodactyly
HP_0001850,Abnormality of the tarsal bones
HP_0001852,Sandal gap
HP_0001853,Bifid distal phalanx of toe
HP_0001854,Podagra
HP_0001857,Short distal phalanx of toe
HP_0001859,Distal toe symphalangism
HP_0001862,obsolete Acral ulceration and osteomyelitis leading to autoamputation of the digits (feet)
HP_0001863,Toe clinodactyly
HP_0001864,Clinodactyly of the 5th toe
HP_0001868,Autoamputation of foot
HP_0001869,Deep plantar creases
HP_0001870,Acroosteolysis of distal phalanges (feet)
HP_0001871,Abnormality of blood and blood-forming tissues
HP_0001872,Abnormality of thrombocytes
HP_0001873,Thrombocytopenia
HP_0001874,Abnormality of neutrophils
HP_0001875,Decreased total neutrophil count
HP_0001876,Pancytopenia
HP_0001877,Abnormal erythrocyte morphology
HP_0001878,Hemolytic anemia
HP_0001879,Abnormal eosinophil morphology
HP_0001880,Increased total eosinophil count
HP_0001881,Abnormal leukocyte morphology
HP_0001882,Decreased total leukocyte count
HP_0001883,Talipes
HP_0001884,Talipes calcaneovalgus
HP_0001885,Short 2nd toe
HP_0001886,Foot osteomyelitis
HP_0001888,Decreased total lymphocyte count
HP_0001889,Megaloblastic anemia
HP_0001890,Autoimmune hemolytic anemia
HP_0001891,Iron deficiency anemia
HP_0001892,Abnormal bleeding
HP_0001894,Thrombocytosis
HP_0001895,Normochromic anemia
HP_0001896,Reticulocytopenia
HP_0001897,Normocytic anemia
HP_0001898,Increased red blood cell mass
HP_0001899,Increased hematocrit
HP_0001900,Increased circulating hemoglobin concentration
HP_0001901,Polycythemia
HP_0001902,Giant platelets
HP_0001903,Anemia
HP_0001904,Autoimmune neutropenia
HP_0001905,Congenital thrombocytopenia
HP_0001907,Thromboembolism
HP_0001908,Hypoplastic anemia
HP_0001909,Leukemia
HP_0001911,Abnormal granulocyte morphology
HP_0001912,Abnormal basophil morphology
HP_0001913,Decreased total granulocyte count
HP_0001915,Aplastic anemia
HP_0001917,Renal amyloidosis
HP_0001919,Acute kidney injury
HP_0001920,Renal artery stenosis
HP_0001922,Vacuolated lymphocytes
HP_0001923,Reticulocytosis
HP_0001924,Sideroblastic anemia
HP_0001927,Acanthocytosis
HP_0001928,Abnormality of coagulation
HP_0001929,Reduced factor XI activity
HP_0001930,Nonspherocytic hemolytic anemia
HP_0001931,Hypochromic anemia
HP_0001933,Subcutaneous hemorrhage
HP_0001934,Persistent bleeding after trauma
HP_0001935,Microcytic anemia
HP_0001937,Microangiopathic hemolytic anemia
HP_0001939,Abnormality of metabolism/homeostasis
HP_0001941,Acidosis
HP_0001942,Metabolic acidosis
HP_0001943,Hypoglycemia
HP_0001944,Dehydration
HP_0001945,Fever
HP_0001946,Ketosis
HP_0001947,Renal tubular acidosis
HP_0001948,Alkalosis
HP_0001949,Hypokalemic alkalosis
HP_0001950,Respiratory alkalosis
HP_0001951,Episodic ammonia intoxication
HP_0001952,Glucose intolerance
HP_0001953,Diabetic ketoacidosis
HP_0001954,Recurrent fever
HP_0001955,Unexplained fevers
HP_0001956,Truncal obesity
HP_0001958,Nonketotic hypoglycemia
HP_0001959,Polydipsia
HP_0001960,Hypokalemic metabolic alkalosis
HP_0001961,Hypoplastic ventricle
HP_0001962,Palpitations
HP_0001963,Abnormal speech discrimination
HP_0001964,Aplasia/Hypoplasia of metatarsal bones
HP_0001965,Abnormal scalp morphology
HP_0001966,Abnormal glomerular mesangium morphology
HP_0001967,Diffuse mesangial sclerosis
HP_0001969,Abnormal tubulointerstitial morphology
HP_0001970,Tubulointerstitial nephritis
HP_0001971,Hypersplenism
HP_0001972,Macrocytic anemia
HP_0001973,Autoimmune thrombocytopenia
