drug_name,inchikey,smiles,disease_name,umls_cui,snomed_conceptid,approval_year,approval_source
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Malignant otitis externa due to Pseudomonas aeruginosa,C0395818,232230009.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Bacterial conjunctivitis,C0009768,128350005.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,E. Coli Septic Abortion,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Female genital tract infection,C1263758,125585007.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Complicated Streptococcus Peritonitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,E. Coli Pelvic Cellulitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Streptococcal Postpartum Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Klebsiella cystitis,C0520775,60867007.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Enterobacter Cystitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Gonorrhea of rectum,C0275665,42746002.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Staphylococcus Chronic Bronchitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Bacterial Corneal Ulcer Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Gardnerella Septic Abortion,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Haemophilus Influenzae Chronic Bronchitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Legionella Pneumophila Pneumonia,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Streptococcal Pelvic Cellulitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Acute osteomyelitis,C0158371,409780002.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Acute gonococcal endometritis,C0153196,65295003.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Infective otitis media,C0729586,312218008.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Moraxella Catarrhalis Pneumonia,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Bacterial pneumonia,C0004626,53084003.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Pseudomonas Aeruginosa Joint Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Bacteroides Endomyometritis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Gardnerella Endomyometritis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Acute bacterial sinusitis,C0275556,75498004.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Pneumonia due to Escherichia coli,C0276089,51530003.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Prostatitis,C0033581,9713002.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Prevention of Infection from Transurethral Surgery,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,E. Coli Postpartum Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Infective otitis externa,C0021355,86981007.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Citrobacter Cystitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Pelvic Inflammatory Disease with Neisseria Gonorrhea,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Complicated Skin and Skin Structure Enterococcus Faecalis Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Moraxella Catarrhalis Chronic Bronchitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Infection due to Staphylococcus aureus,C1318973,406602003.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Gonorrhea,C0018081,15628003.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Infection due to Pseudomonas aeruginosa,C0276075,11218009.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Complicated Skin and Skin Structure Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Nosocomial Pneumonia due to Escherichia Coli,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Peptostreptococcus Septic Abortion,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,EnterobacterJoint Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Serratia Joint Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Gardnerella Postpartum Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,E. Coli Endomyometritis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Skin and Skin Structure Providencia Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Infection due to Escherichia coli,C0014836,71057007.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Chronic Enterococcus faecalis Prostatitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,E. Coli Pyelonephritis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Chancroid,C0007947,266143009.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Peptostreptococcus Postpartum Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Enterobacter Cloacae Bronchitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Endomyometritis,C0269050,88027004.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Complicated Skin and Skin Structure Proteus Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Enterobacter Pneumonia,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Haemophilus Parainfluenzae Chronic Bronchitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Pneumococcal pneumonia,C0155862,233607000.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Haemophilus Parainfluenzae Bronchitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Complicated Skin and Skin Structure Pseudomonas Aeruginosa Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Vaginal Hysterectomy Infection Prevention,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Peptostreptococcus Endomyometritis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Proteus pneumonia,C1260917,195888009.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Prevotella Endomyometritis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Pyelonephritis,C0034186,45816000.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Synergy for Nosocomial Pneumonia due to Pseudomonas Aeruginosa,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Nosocomial Pneumonia due to Streptococcus Pneumoniae,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Gram-Negative Aerobic Bacillary Pneumonia,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Nosocomial pneumonia,C0949083,425464007.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Staphylococcus Aureus Bronchitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Streptococcus pyogenes infection,C0554628,302809008.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Acute Moraxella catarrhalis bronchitis,C0339932,195722003.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Streptococcal Septic Abortion,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Female pelvic cellulitis,C0349734,280486004.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Enteric campylobacteriosis,C0275982,18081009.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Pseudomonas Aeruginosa Osteomyelitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Nosocomial Pneumonia due to Methicillin-Sensitive Staphylococcus Aureus,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Chronic Staphylococcus epidermidis Prostatitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Enterococcus Pelvic Cellulitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Shigellosis,C0013371,36188001.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Mixed Gonococcal and Chlamydia Infection of the Urethra,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Complicated Skin and Skin Structure Streptococcus Pyogenes Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Staphylococcus Saprophyticus Urinary Tract Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Citrobacter Complicated UTI,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Colorectal Surgery Infection Prevention,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Infective cystitis,C0600041,236620008.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Proteus Cystitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Bacterial infection due to Klebsiella pneumoniae,C0343402,186435004.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Miscarriage with sepsis,C0269398,67465009.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Postnatal infection,C1278797,178280004.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Chronic Escherichia coli Prostatitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Staphylococcus Aureus Otitis Externa,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Skin and Skin Structure Streptococcus Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Enterococcus Septic Abortion,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Escherichia coli urinary tract infection,C0577708,301011002.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Skin and Skin Structure Serratia Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Urinary tract infection caused by Klebsiella,C4076057,369001000119100.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Haemophilus Influenzae Bronchitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Enterococcus Urinary Tract Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Proteus Prostatitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Complicated E. Coli Peritonitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Skin and Skin Structure Citrobacter Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Enterococcus Endomyometritis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Acute exacerbation of chronic bronchitis,C0856695,425748003.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Chlamydial pneumonia,C0339959,233609002.0,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Nosocomial Pneumonia due to Serratia Marcescens,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Klebsiella Nosocomial Pneumonia,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Chlamydia Cervicitis,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Mixed Gonococcal and Chlamydia Infection of the Cervix,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Skin and Skin Structure Proteus Infection,,,1986,FDA
norfloxacin,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,Serratia Urinary Tract Infection,,,1986,FDA
clofazimine,WDQPAMHFFCXSNU-BGABXYSRSA-N,CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=CC=CC=C3N=C2C=C1NC1=CC=C(Cl)C=C1,Dapsone resistant leprosy,C1563054,416597004.0,1986,FDA
clofazimine,WDQPAMHFFCXSNU-BGABXYSRSA-N,CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=CC=CC=C3N=C2C=C1NC1=CC=C(Cl)C=C1,Leprosy,C0023343,81004002.0,1986,FDA
clofazimine,WDQPAMHFFCXSNU-BGABXYSRSA-N,CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=CC=CC=C3N=C2C=C1NC1=CC=C(Cl)C=C1,Pyoderma gangrenosum,C0085652,74578003.0,1986,FDA
clofazimine,WDQPAMHFFCXSNU-BGABXYSRSA-N,CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=CC=CC=C3N=C2C=C1NC1=CC=C(Cl)C=C1,Multibacillary leprosy,C1562585,416257001.0,1986,FDA
clofazimine,WDQPAMHFFCXSNU-BGABXYSRSA-N,CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=CC=CC=C3N=C2C=C1NC1=CC=C(Cl)C=C1,Erythema nodosum leprosum,C0343467,240411003.0,1986,FDA
ipratropium,OEXHQOGQTVQTAT-BHIXFJMTSA-N,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Nasal discharge,C1260880,64531003.0,1986,FDA
ipratropium,OEXHQOGQTVQTAT-BHIXFJMTSA-N,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Pulmonary emphysema,C0034067,87433001.0,1986,FDA
ipratropium,OEXHQOGQTVQTAT-BHIXFJMTSA-N,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Chronic Obstructive Pulmonary Disease with Bronchospasms,,,1986,FDA
alfentanil,IDBPHNDTYPBSNI-UHFFFAOYSA-N,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,General anesthesia,C0002915,50697003.0,1986,FDA
ipratropium,OEXHQOGQTVQTAT-BHIXFJMTSA-N,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Chronic obstructive lung disease,C0024117,13645005.0,1986,FDA
ipratropium,OEXHQOGQTVQTAT-BHIXFJMTSA-N,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Bronchitis,C0006277,32398004.0,1986,FDA
ipratropium,OEXHQOGQTVQTAT-BHIXFJMTSA-N,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Bronchospasm,C0006266,4386001.0,1986,FDA
ipratropium,OEXHQOGQTVQTAT-BHIXFJMTSA-N,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Allergic rhinitis,C2607914,61582004.0,1986,FDA
pirbuterol,VQDBNKDJNJQRDG-UHFFFAOYSA-N,CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=N1,Asthma,C0004096,195967001.0,1986,FDA
tranexamic acid,GYDJEQRTZSCIOI-LJGSYFOKSA-N,NC[C@H]1CC[C@@H](CC1)C(O)=O,Menorrhagia,C0025323,386692008.0,1986,FDA
tranexamic acid,GYDJEQRTZSCIOI-LJGSYFOKSA-N,NC[C@H]1CC[C@@H](CC1)C(O)=O,Hemorrhaging in Hemophilia,,,1986,FDA
pirbuterol,VQDBNKDJNJQRDG-UHFFFAOYSA-N,CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=N1,Pulmonary emphysema,C0034067,87433001.0,1986,FDA
